Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
E2-13: Drain3 setup — log template mining + persistence,SCRUM-72,10103,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:11 AM,09/Apr/26 11:11 AM,,14/Apr/26 12:00 AM,0,Anomaly-Detection,,,,"As the triage service, I have an unsupervised anomaly detection layer so that novel or rare log patterns are flagged before the LLM sees them.

Acceptance Criteria:
- drain3 pip package initialized within triage service process
- drain3.ini: similarity threshold ~0.4, max clusters, depth tuned for Spring Boot and Kong logs
- FileStatePersistence with volume mount — state survives restarts
- On startup: fetch last 1h of logs from Loki to seed baseline (first run only)
- analyze(log_line) returns: cluster_id, template, is_new_pattern, change_type
- S3 periodic snapshots of Drain3 state (configurable, default: daily)
- Known-good baseline tagging after confirmed healthy period
- Automated weekly reset from latest known-good snapshot
- Background log ingestion loop polling Loki every 30s

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0008n:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
"E2-17: Cross-pillar correlation — metrics, logs, traces",SCRUM-71,10102,Story,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,Done,wael zidane,712020:d45469f1-f3f4-4e45-83b5-562ffe44172a,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:17 AM,09/Apr/26 11:55 AM,09/Apr/26 11:17 AM,09/Apr/26 12:00 AM,0,Correlation,,,,"As the LLM, I can correlate data across metrics, logs, and traces within the same time window so that my root cause analysis connects quantitative signals, qualitative evidence, and request-level context.

Acceptance Criteria:
- Time-based correlation: context gathering queries all three pillars using same window (T-15m to T)
- Trace-log correlation: LLM extracts trace_id from Loki log then calls get_trace via Jaeger MCP
- Trace-metric correlation: LLM identifies failing service from error spans then queries Prometheus
- Log-metric correlation: Drain3 anomalous logs trigger Prometheus check for coinciding anomalies
- LLM prompt includes instruction to always check all three pillars before verdict
- RCA output includes evidence section listing metrics, log lines, trace spans used
- Demo: trigger latency issue then show LLM correlating Prometheus spike + Loki errors + Jaeger slow spans

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0008f:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,Done,09/Apr/26 11:17 AM
E2-16: Jaeger MCP server (:8093),SCRUM-70,10101,Story,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,Done,wael zidane,712020:d45469f1-f3f4-4e45-83b5-562ffe44172a,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:17 AM,09/Apr/26 11:11 AM,09/Apr/26 11:17 AM,09/Apr/26 12:00 AM,0,"Context,","MCP,",Traces,,"As the LLM, I can query Jaeger through an MCP bridge so that I can autonomously search distributed traces during investigation.

Acceptance Criteria:
- FastAPI server on port 8093 on AI/LLM VM
- find_traces(service, operation, start, end, limit, tags): search by service and time window
- get_trace(trace_id): full trace with all spans, durations, status codes, parent-child relationships
- get_services(): list all traced services
- get_operations(service): list operations for a service
- No write endpoints — read-only
- JAEGER_URL configurable via env var
- GET /health returns healthy status with jaeger_reachable check
- Trace data includes trace_id for cross-referencing with Loki logs

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i00087:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,Done,09/Apr/26 11:17 AM
E2-03: Loki MCP server (:8092),SCRUM-69,10100,Story,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,Done,wael zidane,712020:d45469f1-f3f4-4e45-83b5-562ffe44172a,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:17 AM,09/Apr/26 11:10 AM,09/Apr/26 11:17 AM,09/Apr/26 12:00 AM,0,Context,"MCP,",,,"As the LLM, I can query Loki through an MCP bridge so that I can autonomously search logs during investigation.

Acceptance Criteria:
- FastAPI server on port 8092 on AI/LLM VM
- query_logs(logql, start, end, limit): returns matching log lines, max 50 per call
- get_label_values(label): returns available values for a label
- get_log_volume(logql, start, end): returns log line count per time bucket
- No write endpoints — read-only
- LOKI_URL configurable via env var
- GET /health returns healthy status with loki_reachable check
- 50-line cap enforced regardless of limit parameter

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0007z:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,Done,09/Apr/26 11:17 AM
E2-02: Prometheus MCP server (:8091),SCRUM-68,10099,Story,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,Done,wael zidane,712020:d45469f1-f3f4-4e45-83b5-562ffe44172a,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:17 AM,09/Apr/26 11:11 AM,09/Apr/26 11:17 AM,09/Apr/26 12:00 AM,0,Context,"MCP,",,,"As the LLM, I can query Prometheus through an MCP bridge so that I can autonomously gather metric data during investigation.

Acceptance Criteria:
- FastAPI server on port 8091 on AI/LLM VM
- query_instant(promql): accepts PromQL, returns instant vector
- query_range(promql, start, end, step): returns time series matrix
- get_alerts(): returns currently firing alerts with labels, state, value
- get_targets(): returns scrape targets with health status
- No write endpoints — read-only
- Every query logged (timestamp, PromQL, response time) in structured JSON
- PROMETHEUS_URL configurable via env var
- GET /health returns healthy status with prometheus_reachable check

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0007r:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,Done,09/Apr/26 11:17 AM
E2-01: Configure Grafana Alerting webhook — remove Alertmanager,SCRUM-67,10098,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:10 AM,09/Apr/26 11:57 AM,,10/Apr/26 12:00 AM,0,Alerting,,,,"As an on-call engineer, alerts from Grafana Alerting are routed exclusively through the AI triage pipeline so that no alert reaches me without AI evaluation.

Acceptance Criteria:
- Grafana Alerting enabled with single webhook contact point: http://<ai-vm>:8090/webhook/grafana
- Alert rules migrated: high latency (p95 > 500ms/5m), high error rate (5xx > 5%/3m), service down (up == 0/2m), OTel span drop rate (> 1%)
- No email, Slack, or PagerDuty contact points in Grafana
- Alertmanager container removed from monitoring-compose.yml.j2
- Alertmanager Ansible role references removed
- Prometheus config alerting section removed
- Manual alert trigger results in webhook POST to :8090 within 2 min
- Webhook payload matches Grafana Alerting JSON format

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)
Blocks: E2-06",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0006j:,SCRUM Sprint 2,,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,06/Apr/26 12:26 PM
"E1-05: End-to-end cloud validation — all services healthy, dashboards live",SCRUM-66,10097,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,High,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:08 AM,09/Apr/26 11:09 AM,,16/Apr/26 12:00 AM,0,Validation,,,,"As a developer, I can open Grafana on the AWS monitoring VM and see all dashboards with live data so that the demo environment is validated. This is the Epic 1 completion gate.

Acceptance Criteria:
- Prometheus targets: all scrape targets UP
- Grafana unified-overview dashboard: all panels populated
- Loki returning logs from both services
- Jaeger traces visible with spans from Kong to Spring Boot to MySQL
- Ollama responding to inference queries within 30s
- load-test.sh generates visible traffic in all three pillars
- React frontend loads via CloudFront
- API responds through Kong with 200
- Spring Boot actuator metrics scraped through Kong

Story Points: 3
Estimate: 0.5 day
Epic: AWS Demo Environment
Milestone: Epic 1 complete",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0007b:,SCRUM Sprint 2,,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10147,SCRUM-84,Epic 1 -- AWS Infrastructure Provisioning and Configuration,To Do,31/Mar/26 12:26 AM
E1-04: Ollama + NVIDIA drivers on GPU instance,SCRUM-65,10096,Story,In Review,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:09 AM,09/Apr/26 11:09 AM,,13/Apr/26 12:00 AM,0,GPU,"LLM,",,,"As a developer, I can query Ollama at http://<ai-vm>:11434 so that LLM inference is available for the triage service.

Acceptance Criteria:
- nvidia-smi shows Tesla T4 GPU with 16 GB VRAM
- CUDA toolkit installed (nvcc --version returns version)
- Ollama running as systemd service on port 11434
- ollama list shows llama3.1:8b (Q4 quantized, <=5 GB)
- curl localhost:11434/api/generate returns valid response within 30s
- Ollama accessible from other VMs in private subnet
- Ansible role ollama/ created for repeatable setup
- GPU memory usage visible during inference (model on GPU, not CPU fallback)

Story Points: 5
Estimate: 1 day
Epic: AWS Demo Environment
Blocks: E2-07",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0006r:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10147,SCRUM-84,Epic 1 -- AWS Infrastructure Provisioning and Configuration,In Progress,31/Mar/26 11:21 AM
"E1-03: Ansible deploy to AWS — Spring Boot, React, Kong, observability stack",SCRUM-64,10095,Story,In Review,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:09 AM,09/Apr/26 11:09 AM,,13/Apr/26 12:00 AM,0,Ansible,,,,"As an operator, I can run ansible-playbook playbooks/site.yml against the AWS instances so that the full observability stack deploys exactly as it does locally.

Acceptance Criteria:
- inventory/production.yml updated with Terraform output IPs and RDS endpoint
- ansible-playbook playbooks/site.yml completes successfully (exit code 0, no failed tasks)
- Spring Boot running on backend EC2 (port 80 to 8080), connected to RDS MySQL endpoint
- React production build on S3 accessible via CloudFront URL
- Kong routes: /api and /actuator to backend EC2, / to CloudFront
- group_vars/all.yml endpoints updated to monitoring EC2 private IP
- Prometheus targets page: all scrape targets UP
- Grafana dashboards populated with live data
- Loki receiving logs from Spring Boot and Kong
- Jaeger showing traces for both services
- curl http://<network-ec2>:8000/api returns 200

Story Points: 5
Estimate: 1 day
Epic: AWS Demo Environment",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0006v:,SCRUM Sprint 2,,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10147,SCRUM-84,Epic 1 -- AWS Infrastructure Provisioning and Configuration,In Progress,31/Mar/26 10:03 AM
"E1-02: Terraform — VPC, 3+1 EC2s, RDS, S3+CloudFront",SCRUM-63,10094,Story,In Review,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:17 AM,09/Apr/26 11:09 AM,,13/Apr/26 12:00 AM,0,"AWS,",Terraform,,,"As an operator, I can run terraform apply to provision the full AWS demo environment so that infrastructure is repeatable and version-controlled.

Acceptance Criteria:
- terraform apply completes without errors in us-east-1
- VPC created with public subnet (CloudFront, NAT Gateway, bastion SSH) and private subnet (all EC2s, RDS)
- Monitoring EC2: t3.large (2 vCPU, 8 GB RAM), 50 GB gp3 EBS, private subnet
- Backend EC2: t3.small (2 vCPU, 2 GB RAM), 20 GB gp3 EBS, private subnet
- Network EC2: t3.small (2 vCPU, 2 GB RAM), 20 GB gp3 EBS, private subnet
- AI/LLM EC2: g4dn.xlarge (4 vCPU, 16 GB RAM, T4 GPU), 50 GB gp3 EBS, private subnet
- RDS: db.t3.micro MySQL, single-AZ, 20 GB gp3, accessible only from sg-backend
- S3 bucket with CloudFront distribution created
- Security groups match spec: sg-monitoring, sg-backend, sg-network, sg-ai, sg-rds
- Elastic IPs assigned to all EC2 instances
- terraform output produces: all instance IPs, RDS endpoint, CloudFront domain, S3 bucket name
- All resources tagged project:observability-rca
- SSH access works via bastion using key pair from E1-01
- terraform destroy cleanly removes all resources

Story Points: 8
Estimate: 1.5 days
Epic: AWS Demo Environment
Blocks: E1-03",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0006n:,SCRUM Sprint 2,,,8.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10147,SCRUM-84,Epic 1 -- AWS Infrastructure Provisioning and Configuration,In Progress,09/Apr/26 11:17 AM
"E1-01: AWS account, IAM, billing alerts, SSH keys",SCRUM-62,10093,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:09 AM,09/Apr/26 11:08 AM,,15/Apr/26 12:00 AM,0,AWS,"Security,",,,"As a team member, I can authenticate to AWS with scoped IAM credentials so that I have least-privilege access.

Acceptance Criteria:
- AWS account created and accessible by all team members via IAM login URL
- IAM users created per team member with MFA enforced and permissions scoped to EC2, RDS, S3, CloudFront, VPC, EBS (no AdministratorAccess)
- CloudWatch billing alarms configured at $100, $200, $300 thresholds with SNS email notification to team lead
- Tagging policy established: all resources tagged project:observability-rca
- SSH key pairs generated (ed25519 or rsa-4096) and securely distributed — private keys never committed to git
- Account root user secured with MFA and not used for daily operations

Story Points: 2
Estimate: 0.5 day
Epic: AWS Demo Environment
Blocks: all other E1 stories",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0006f:,SCRUM Sprint 2,,,2.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10147,SCRUM-84,Epic 1 -- AWS Infrastructure Provisioning and Configuration,In Progress,03/Apr/26 2:14 PM
Epic 5 — Integration & Demo,SCRUM-11,10010,Epic,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,Done,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,05/Mar/26 1:26 PM,30/Mar/26 3:34 PM,09/Apr/26 11:18 AM,30/Mar/26 3:29 PM,24/Mar/26 12:00 AM,0,,,,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,yellow,0|i0000v:,SCRUM Sprint 1,SCRUM Sprint 2,14/Mar/26 12:00 AM,,,,,,,,Done,30/Mar/26 3:29 PM
Epic 4 — Grafana Observability Dashboard,SCRUM-10,10009,Epic,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,Done,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,05/Mar/26 1:26 PM,30/Mar/26 3:34 PM,09/Apr/26 11:18 AM,30/Mar/26 3:30 PM,15/Mar/26 12:00 AM,0,,,,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,orange,0|i0000n:,SCRUM Sprint 1,SCRUM Sprint 2,10/Mar/26 12:00 AM,,,,,,,,Done,30/Mar/26 3:30 PM
Epic 3 — Distributed Tracing,SCRUM-9,10008,Epic,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,Done,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,05/Mar/26 1:26 PM,30/Mar/26 3:34 PM,09/Apr/26 11:18 AM,30/Mar/26 3:34 PM,15/Mar/26 12:00 AM,0,,,,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,green,0|i0000f:,SCRUM Sprint 1,SCRUM Sprint 2,24/Feb/26 12:00 AM,,,,,,,,Done,30/Mar/26 3:34 PM
Epic 2 — Log Aggregation,SCRUM-8,10007,Epic,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,Done,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,05/Mar/26 1:25 PM,30/Mar/26 3:34 PM,09/Apr/26 11:18 AM,30/Mar/26 3:34 PM,15/Mar/26 12:00 AM,0,,,,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,purple,0|i00007:,SCRUM Sprint 1,SCRUM Sprint 2,24/Feb/26 12:00 AM,,,,,,,,Done,30/Mar/26 3:34 PM
Epic 1 — Metrics Collection,SCRUM-7,10006,Epic,Done,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,Done,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,05/Mar/26 1:23 PM,30/Mar/26 3:30 PM,09/Apr/26 11:18 AM,30/Mar/26 3:30 PM,14/Mar/26 12:00 AM,0,,,,,"*Owner:* Wael 
*Stack:* Prometheus, node_exporter, cAdvisor, Grafana 
*Priority:* High 
*Sprint:* Sprint 1 — Feb 24 to {{2026-03-24}}",,,,,,,,,,,,,dark_orange,0|hzzzzz:,SCRUM Sprint 1,SCRUM Sprint 2,23/Feb/26 12:00 AM,,,,,,,,Done,30/Mar/26 3:30 PM
